Grievance/Complaint,Offense Tag(s)
I'm staff witness to students joyriding campus golf carts without motor pool approval over the weekend. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm submitting an official complaint about an outside group hosting private functions on campus without reservation or consent. This unauthorized use violated policy.",13.7
I'm a student wishing to report my classmate used campus equipment without approval for personal projects. I request disciplinary action for this unauthorized use violating school rules.,13.7
"As faculty, I'm grievant about students using my lab supplies without permission for their own unsanctioned experiments. This unauthorized use violated rules.",13.7
I'm staff grievant about students using campus vehicles without motor pool authorization for a recreational trip over the weekend. I request disciplinary action for this unauthorized use violating policy.,13.7
"As an administrator, I'm submitting an official complaint about an outside organization holding private events in campus facilities without reservation or consent. This unauthorized use violated policy.",13.7
I'm a student wishing to file a grievance about my classmate using campus printers without approval to create promotional materials. I believe disciplinary action should occur for this unauthorized use violating policy.,13.7
"As faculty, I'm reporting students used my 3D printer without permission to prototype personal products. This unauthorized use violated policy.",13.7
I'm staff witness to students using campus golf carts without motor pool authorization to joyride around campus over the weekend. I request disciplinary action for this unauthorized use violating rules.,13.7
"As an administrator, I'm submitting an official complaint about an outside group hosting a private event on campus without reservation or approval. This unauthorized use violated policy.",13.7
I'm a student wishing to report my classmate used campus computers without permission for cryptocurrency mining. I request disciplinary action for this unauthorized use violating school policy.,13.7
